cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype
Stellar Crown Build & Battle Box,,,,,Normal,41.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Booster Pack,,,,,Normal,8.69,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown 3 Pack Blisters [Latias],,,,,Normal,29.83,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown 3 Pack Blisters [Tinkaton],,,,,Normal,28.71,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Single Pack Blister [Horsea],,,,,Normal,10.99,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Pokemon Center Elite Trainer Box (Exclusive),,,,,Normal,161.77,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Single Pack Blister [Porygon2],,,,,Normal,11.59,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Booster Bundle,,,,,Normal,65.33,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Elite Trainer Box,,,,,Normal,128.77,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Sleeved Booster Pack,,,,,Normal,9.02,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Booster Box,,,,,Normal,308.03,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Booster Pack Art Bundle [Set of 4],,,,,Normal,33.61,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Sleeved Booster Pack Art Bundle [Set of 4],,,,,Normal,37.78,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Pokemon Center Elite Trainer Box (Exclusive) Case,,,,,Normal,848.24,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Booster Box Case,,,,,Normal,1576.53,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Build & Battle Box [Set of 10],,,,,Normal,340.59,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Elite Trainer Box Case,,,,,Normal,874.99,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Stellar Crown Sleeved Booster Master Carton,,,,,Normal,1256.28,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,,unknown
Venusaur ex,001/142,Double Rare,Grass,Venusaur,Holofoil,1.27,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Ledyba,002/142,Common,Grass,Ledyba,Normal,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Ledyba,002/142,Common,Grass,Ledyba,Reverse Holofoil,0.19,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Ledian - 003/142,003/142,Rare,Grass,Ledian,Reverse Holofoil,0.22,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Ledian - 003/142,003/142,Rare,Grass,Ledian,Holofoil,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Celebi,004/142,Uncommon,Grass,Celebi,Normal,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Celebi,004/142,Uncommon,Grass,Celebi,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Lileep - 005/142,005/142,Common,Grass,Lileep,Normal,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Lileep - 005/142,005/142,Common,Grass,Lileep,Reverse Holofoil,0.14,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Cradily,006/142,Rare,Grass,Cradily,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Cradily,006/142,Rare,Grass,Cradily,Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Carnivine,007/142,Common,Grass,Carnivine,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Carnivine,007/142,Common,Grass,Carnivine,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Mow Rotom,008/142,Common,Grass,Mow Rotom,Reverse Holofoil,0.17,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Mow Rotom,008/142,Common,Grass,Mow Rotom,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Grubbin,009/142,Common,Grass,Grubbin,Normal,0.03,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Grubbin,009/142,Common,Grass,Grubbin,Reverse Holofoil,0.15,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Gossifleur,010/142,Common,Grass,Gossifleur,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Gossifleur,010/142,Common,Grass,Gossifleur,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Eldegoss,011/142,Uncommon,Grass,Eldegoss,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Eldegoss,011/142,Uncommon,Grass,Eldegoss,Reverse Holofoil,0.08,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Applin,012/142,Common,Grass,Applin,Normal,0.17,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Applin,012/142,Common,Grass,Applin,Reverse Holofoil,0.25,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Dipplin,013/142,Common,Grass,Dipplin,Reverse Holofoil,0.23,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Dipplin,013/142,Common,Grass,Dipplin,Normal,0.11,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Hydrapple ex - 014/142,014/142,Double Rare,Grass,Hydrapple,Holofoil,0.79,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Nymble,015/142,Common,Grass,Nymble,Reverse Holofoil,0.14,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Nymble,015/142,Common,Grass,Nymble,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Lokix,016/142,Common,Grass,Lokix,Normal,0.11,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Lokix,016/142,Common,Grass,Lokix,Reverse Holofoil,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Toedscool,017/142,Common,Grass,Toedscool,Normal,0.1,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Toedscool,017/142,Common,Grass,Toedscool,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Toedscruel,018/142,Uncommon,Grass,Toedscruel,Reverse Holofoil,0.14,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Toedscruel,018/142,Uncommon,Grass,Toedscruel,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Ponyta,019/142,Common,Fire,Ponyta,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Ponyta,019/142,Common,Fire,Ponyta,Normal,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Rapidash,020/142,Uncommon,Fire,Rapidash,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Rapidash,020/142,Uncommon,Fire,Rapidash,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Pansear,021/142,Common,Fire,Pansear,Normal,0.05,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Pansear,021/142,Common,Fire,Pansear,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Reshiram,022/142,Uncommon,Fire,Reshiram,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Reshiram,022/142,Uncommon,Fire,Reshiram,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Salandit,023/142,Common,Fire,Salandit,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Salandit,023/142,Common,Fire,Salandit,Normal,0.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Salazzle,024/142,Uncommon,Fire,Salazzle,Reverse Holofoil,0.14,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Salazzle,024/142,Uncommon,Fire,Salazzle,Normal,0.05,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Turtonator - 025/142,025/142,Common,Fire,Turtonator,Reverse Holofoil,0.1,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Turtonator - 025/142,025/142,Common,Fire,Turtonator,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Scorbunny,026/142,Common,Fire,Scorbunny,Normal,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Scorbunny,026/142,Common,Fire,Scorbunny,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Raboot - 027/142,027/142,Common,Fire,Raboot,Normal,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Raboot - 027/142,027/142,Common,Fire,Raboot,Reverse Holofoil,0.14,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Cinderace ex - 028/142,028/142,Double Rare,Fire,Cinderace,Holofoil,0.88,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Charcadet,029/142,Common,Fire,Charcadet,Normal,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Charcadet,029/142,Common,Fire,Charcadet,Reverse Holofoil,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Blastoise ex,030/142,Double Rare,Water,Blastoise,Holofoil,2.44,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Lapras,031/142,Uncommon,Water,Lapras,Reverse Holofoil,0.25,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Lapras,031/142,Uncommon,Water,Lapras,Normal,0.11,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Lapras ex - 032/142,032/142,Double Rare,Water,Lapras,Holofoil,1.68,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Marill,033/142,Common,Water,Marill,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Marill,033/142,Common,Water,Marill,Normal,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Azumarill,034/142,Uncommon,Water,Azumarill,Reverse Holofoil,0.21,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Azumarill,034/142,Uncommon,Water,Azumarill,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Finneon,035/142,Common,Water,Finneon,Normal,0.05,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Finneon,035/142,Common,Water,Finneon,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Lumineon,036/142,Uncommon,Water,Lumineon,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Lumineon,036/142,Uncommon,Water,Lumineon,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Tirtouga,037/142,Common,Water,Tirtouga,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Tirtouga,037/142,Common,Water,Tirtouga,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Carracosta,038/142,Rare,Water,Carracosta,Reverse Holofoil,0.2,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Carracosta,038/142,Rare,Water,Carracosta,Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Froakie,039/142,Common,Water,Froakie,Reverse Holofoil,0.2,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Froakie,039/142,Common,Water,Froakie,Normal,0.1,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Frogadier,040/142,Uncommon,Water,Frogadier,Reverse Holofoil,0.15,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Frogadier,040/142,Uncommon,Water,Frogadier,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Greninja ex,041/142,Double Rare,Water,Greninja,Holofoil,1.34,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Crabominable - 042/142,042/142,Uncommon,Water,Crabominable,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Crabominable - 042/142,042/142,Uncommon,Water,Crabominable,Reverse Holofoil,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Chewtle,043/142,Common,Water,Chewtle,Normal,0.17,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Chewtle,043/142,Common,Water,Chewtle,Reverse Holofoil,0.31,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Drednaw,044/142,Rare,Water,Drednaw,Holofoil,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Drednaw,044/142,Rare,Water,Drednaw,Reverse Holofoil,0.11,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Veluza,045/142,Uncommon,Water,Veluza,Normal,0.05,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Veluza,045/142,Uncommon,Water,Veluza,Reverse Holofoil,0.17,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Electabuzz,046/142,Common,Lightning,Electabuzz,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Electabuzz,046/142,Common,Lightning,Electabuzz,Normal,0.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Electivire,047/142,Uncommon,Lightning,Electivire,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Electivire,047/142,Uncommon,Lightning,Electivire,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Chinchou,048/142,Common,Lightning,Chinchou,Normal,0.05,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Chinchou,048/142,Common,Lightning,Chinchou,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Lanturn,049/142,Uncommon,Lightning,Lanturn,Reverse Holofoil,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Lanturn,049/142,Uncommon,Lightning,Lanturn,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Joltik - 050/142,050/142,Common,Lightning,Joltik,Normal,0.2,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Joltik - 050/142,050/142,Common,Lightning,Joltik,Reverse Holofoil,0.27,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Galvantula ex - 051/142,051/142,Double Rare,Lightning,Galvantula,Holofoil,0.92,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Charjabug,052/142,Common,Lightning,Charjabug,Normal,0.08,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Charjabug,052/142,Common,Lightning,Charjabug,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Vikavolt,053/142,Uncommon,Lightning,Vikavolt,Reverse Holofoil,0.15,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Vikavolt,053/142,Uncommon,Lightning,Vikavolt,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Togedemaru,054/142,Uncommon,Lightning,Togedemaru,Normal,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Togedemaru,054/142,Uncommon,Lightning,Togedemaru,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Zeraora - 055/142,055/142,Rare,Lightning,Zeraora,Holofoil,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Zeraora - 055/142,055/142,Rare,Lightning,Zeraora,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Pawmi,056/142,Common,Lightning,Pawmi,Reverse Holofoil,0.19,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Pawmi,056/142,Common,Lightning,Pawmi,Normal,0.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Slowpoke,057/142,Common,Psychic,Slowpoke,Reverse Holofoil,0.45,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Slowpoke,057/142,Common,Psychic,Slowpoke,Normal,0.31,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Slowking,058/142,Uncommon,Psychic,Slowking,Reverse Holofoil,0.29,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Slowking,058/142,Uncommon,Psychic,Slowking,Normal,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Mewtwo,059/142,Uncommon,Psychic,Mewtwo,Normal,0.3,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Mewtwo,059/142,Uncommon,Psychic,Mewtwo,Reverse Holofoil,0.6,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Drifloon,060/142,Common,Psychic,Drifloon,Reverse Holofoil,0.15,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Drifloon,060/142,Common,Psychic,Drifloon,Normal,0.05,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Drifblim,061/142,Uncommon,Psychic,Drifblim,Normal,0.08,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Drifblim,061/142,Uncommon,Psychic,Drifblim,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Yamask,062/142,Common,Psychic,Yamask,Normal,0.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Yamask,062/142,Common,Psychic,Yamask,Reverse Holofoil,0.32,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Comfey,063/142,Common,Psychic,Comfey,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Comfey,063/142,Common,Psychic,Comfey,Normal,0.04,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Milcery - 064/142,064/142,Common,Psychic,Milcery,Normal,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Milcery - 064/142,064/142,Common,Psychic,Milcery,Reverse Holofoil,0.34,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Alcremie,065/142,Rare,Psychic,Alcremie,Reverse Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Alcremie,065/142,Rare,Psychic,Alcremie,Holofoil,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Fidough,066/142,Common,Psychic,Fidough,Normal,0.17,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Fidough,066/142,Common,Psychic,Fidough,Reverse Holofoil,0.25,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Dachsbun ex - 067/142,067/142,Double Rare,Psychic,Dachsbun,Holofoil,0.98,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Flittle,068/142,Common,Psychic,Flittle,Normal,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Flittle,068/142,Common,Psychic,Flittle,Reverse Holofoil,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Espathra,069/142,Common,Psychic,Espathra,Reverse Holofoil,0.31,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Espathra,069/142,Common,Psychic,Espathra,Normal,0.13,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Greavard,070/142,Common,Psychic,Greavard,Normal,0.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Greavard,070/142,Common,Psychic,Greavard,Reverse Holofoil,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Iron Boulder,071/142,Rare,Psychic,Iron Boulder,Reverse Holofoil,0.15,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Iron Boulder,071/142,Rare,Psychic,Iron Boulder,Holofoil,0.06,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Cubone,072/142,Common,Fighting,Cubone,Reverse Holofoil,0.24,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Cubone,072/142,Common,Fighting,Cubone,Normal,0.18,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Marowak,073/142,Uncommon,Fighting,Marowak,Reverse Holofoil,0.21,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Marowak,073/142,Uncommon,Fighting,Marowak,Normal,0.08,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Rhyhorn,074/142,Common,Fighting,Rhyhorn,Reverse Holofoil,0.17,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Rhyhorn,074/142,Common,Fighting,Rhyhorn,Normal,0.09,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Rhydon,075/142,Common,Fighting,Rhydon,Reverse Holofoil,0.14,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Rhydon,075/142,Common,Fighting,Rhydon,Normal,0.08,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Rhyperior,076/142,Rare,Fighting,Rhyperior,Holofoil,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Rhyperior,076/142,Rare,Fighting,Rhyperior,Reverse Holofoil,0.16,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 2,Pokemon
Meditite - 077/142,077/142,Common,Fighting,Meditite,Normal,0.12,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Meditite - 077/142,077/142,Common,Fighting,Meditite,Reverse Holofoil,0.32,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Meditite - 078/142,078/142,Common,Fighting,Meditite,Normal,0.07,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Meditite - 078/142,078/142,Common,Fighting,Meditite,Reverse Holofoil,0.39,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Basic,Pokemon
Medicham,079/142,Common,Fighting,Medicham,Normal,0.11,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
Medicham,079/142,Common,Fighting,Medicham,Reverse Holofoil,0.15,Scarlet & Violet,Stellar Crown,sv07_stellar_crown_cleaned.csv,Stage 1,Pokemon
