cardName,cardNumber,cardRarity,cardSubType,cleanName,finishType,marketPrice,setEra,setName,source_file,stage,supertype,patternType,tagName,isLegendary,isMythical,isStarter,isEeveelution,isMascot,isWaifuTrainer
Uxie,078/191,Common,Psychic,Uxie,Reverse Holofoil,0.27,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Uxie,False,False,False,False,False,False
Vibrava - 105/191,105/191,Common,Fighting,Vibrava,Normal,0.1,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Vibrava,False,False,False,False,False,False
Vibrava - 105/191,105/191,Common,Fighting,Vibrava,Reverse Holofoil,0.18,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Vibrava,False,False,False,False,False,False
Vibrava - 206/191,206/191,Illustration Rare,Fighting,Vibrava,Holofoil,3.03,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Vibrava,False,False,False,False,False,False
Victini,021/191,Uncommon,Fire,Victini,Normal,0.14,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Victini,False,True,False,False,False,False
Victini,021/191,Uncommon,Fire,Victini,Reverse Holofoil,0.28,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Victini,False,True,False,False,False,False
Vigoroth,146/191,Common,Colorless,Vigoroth,Reverse Holofoil,0.2,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Vigoroth,False,False,False,False,False,False
Vigoroth,146/191,Common,Colorless,Vigoroth,Normal,0.09,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Vigoroth,False,False,False,False,False,False
Vivillon - 007/191,007/191,Uncommon,Grass,Vivillon,Reverse Holofoil,0.27,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 2,Pokemon,none,Vivillon,False,False,False,False,False,False
Vivillon - 007/191,007/191,Uncommon,Grass,Vivillon,Normal,0.1,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 2,Pokemon,none,Vivillon,False,False,False,False,False,False
Vivillon - 193/191,193/191,Illustration Rare,Grass,Vivillon,Holofoil,4.32,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 2,Pokemon,none,Vivillon,False,False,False,False,False,False
Volcarona,025/191,Common,Fire,Volcarona,Normal,0.1,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Volcarona,False,False,False,False,False,False
Volcarona,025/191,Common,Fire,Volcarona,Reverse Holofoil,0.16,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Volcarona,False,False,False,False,False,False
Vulpix,016/191,Common,Fire,Vulpix,Reverse Holofoil,0.25,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Vulpix,False,False,False,False,False,False
Vulpix,016/191,Common,Fire,Vulpix,Normal,0.13,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Vulpix,False,False,False,False,False,False
Walrein,045/191,Uncommon,Water,Walrein,Normal,0.05,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 2,Pokemon,none,Walrein,False,False,False,False,False,False
Walrein,045/191,Uncommon,Water,Walrein,Reverse Holofoil,0.14,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 2,Pokemon,none,Walrein,False,False,False,False,False,False
Wattrel,066/191,Common,Lightning,Wattrel,Reverse Holofoil,0.09,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Wattrel,False,False,False,False,False,False
Wattrel,066/191,Common,Lightning,Wattrel,Normal,0.04,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Wattrel,False,False,False,False,False,False
Wo-Chien,015/191,Uncommon,Grass,Wo-Chien,Reverse Holofoil,0.27,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Wo-Chien,True,False,False,False,False,False
Wo-Chien,015/191,Uncommon,Grass,Wo-Chien,Normal,0.05,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Wo-Chien,True,False,False,False,False,False
Xerneas,088/191,Uncommon,Psychic,Xerneas,Reverse Holofoil,0.17,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Xerneas,True,False,False,False,False,False
Xerneas,088/191,Uncommon,Psychic,Xerneas,Normal,0.06,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Xerneas,True,False,False,False,False,False
Yamask,082/191,Common,Psychic,Yamask,Normal,0.04,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Yamask,False,False,False,False,False,False
Yamask,082/191,Common,Psychic,Yamask,Reverse Holofoil,0.12,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Yamask,False,False,False,False,False,False
Zangoose,149/191,Common,Colorless,Zangoose,Normal,0.04,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Zangoose,False,False,False,False,False,False
Zangoose,149/191,Common,Colorless,Zangoose,Reverse Holofoil,0.11,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Zangoose,False,False,False,False,False,False
Zarude,011/191,Rare,Grass,Zarude,Holofoil,0.09,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Zarude,False,True,False,False,False,False
Zarude,011/191,Rare,Grass,Zarude,Reverse Holofoil,0.27,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Zarude,False,True,False,False,False,False
Zebstrika,063/191,Common,Lightning,Zebstrika,Normal,0.09,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Zebstrika,False,False,False,False,False,False
Zebstrika,063/191,Common,Lightning,Zebstrika,Reverse Holofoil,0.1,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Zebstrika,False,False,False,False,False,False
Zweilous,118/191,Common,Darkness,Zweilous,Normal,0.09,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Zweilous,False,False,False,False,False,False
Zweilous,118/191,Common,Darkness,Zweilous,Reverse Holofoil,0.11,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Zweilous,False,False,False,False,False,False
Pikachu ex - 247/191,247/191,Hyper Rare,Lightning,Pikachu,Holofoil,81.88,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Basic,Pokemon,none,Pikachu,False,False,False,False,True,False
Alolan Exeggutor ex - 248/191,248/191,Hyper Rare,Dragon,Alolan Exeggutor,Holofoil,10.06,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,Stage 1,Pokemon,none,Alolan Exeggutor,False,False,False,False,False,False
Counter Gain - 249/191,249/191,Hyper Rare,Trainer - Pokemon Tool,,Holofoil,4.08,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Gravity Mountain - 250/191,250/191,Hyper Rare,Trainer - Stadium,,Holofoil,11.1,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Night Stretcher - 251/191,251/191,Hyper Rare,Trainer - Item,,Holofoil,10.44,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,,Trainer,none,nan,False,False,False,False,False,False
Jet Energy,252/191,Hyper Rare,Energy,,Holofoil,6.83,Scarlet & Violet,Surging Sparks,sv08_surging_sparks_cleaned.csv,,Energy,none,nan,False,False,False,False,False,False
Caterpie,001/159,Common,Grass,Caterpie,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Caterpie,False,False,False,False,False,False
Caterpie,001/159,Common,Grass,Caterpie,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Caterpie,False,False,False,False,False,False
Metapod,002/159,Common,Grass,Metapod,Reverse Holofoil,0.2,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Metapod,False,False,False,False,False,False
Metapod,002/159,Common,Grass,Metapod,Normal,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Metapod,False,False,False,False,False,False
Butterfree,003/159,Rare,Grass,Butterfree,Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Butterfree,False,False,False,False,False,False
Butterfree,003/159,Rare,Grass,Butterfree,Reverse Holofoil,0.38,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Butterfree,False,False,False,False,False,False
Paras,004/159,Common,Grass,Paras,Reverse Holofoil,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Paras,False,False,False,False,False,False
Paras,004/159,Common,Grass,Paras,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Paras,False,False,False,False,False,False
Parasect,005/159,Common,Grass,Parasect,Normal,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Parasect,False,False,False,False,False,False
Parasect,005/159,Common,Grass,Parasect,Reverse Holofoil,0.21,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Parasect,False,False,False,False,False,False
Petilil,006/159,Common,Grass,Petilil,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Petilil,False,False,False,False,False,False
Petilil,006/159,Common,Grass,Petilil,Normal,0.03,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Petilil,False,False,False,False,False,False
Lilligant,007/159,Common,Grass,Lilligant,Normal,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lilligant,False,False,False,False,False,False
Lilligant,007/159,Common,Grass,Lilligant,Reverse Holofoil,0.23,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lilligant,False,False,False,False,False,False
Maractus - 008/159,008/159,Uncommon,Grass,Maractus,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Maractus,False,False,False,False,False,False
Maractus - 008/159,008/159,Uncommon,Grass,Maractus,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Maractus,False,False,False,False,False,False
Karrablast,009/159,Common,Grass,Karrablast,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Karrablast,False,False,False,False,False,False
Karrablast,009/159,Common,Grass,Karrablast,Reverse Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Karrablast,False,False,False,False,False,False
Foongus,010/159,Common,Grass,Foongus,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Foongus,False,False,False,False,False,False
Foongus,010/159,Common,Grass,Foongus,Normal,0.03,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Foongus,False,False,False,False,False,False
Amoonguss ex,011/159,Double Rare,Grass,Amoonguss,Holofoil,0.69,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Amoonguss,False,False,False,False,False,False
Shelmet,012/159,Common,Grass,Shelmet,Reverse Holofoil,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Shelmet,False,False,False,False,False,False
Shelmet,012/159,Common,Grass,Shelmet,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Shelmet,False,False,False,False,False,False
Accelgor,013/159,Uncommon,Grass,Accelgor,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Accelgor,False,False,False,False,False,False
Accelgor,013/159,Uncommon,Grass,Accelgor,Reverse Holofoil,0.13,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Accelgor,False,False,False,False,False,False
Durant,014/159,Common,Grass,Durant,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Durant,False,False,False,False,False,False
Durant,014/159,Common,Grass,Durant,Reverse Holofoil,0.1,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Durant,False,False,False,False,False,False
Virizion,015/159,Uncommon,Grass,Virizion,Reverse Holofoil,0.33,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Virizion,True,False,False,False,False,False
Virizion,015/159,Uncommon,Grass,Virizion,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Virizion,True,False,False,False,False,False
Sprigatito,016/159,Common,Grass,Sprigatito,Normal,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Sprigatito,False,False,True,False,False,False
Sprigatito,016/159,Common,Grass,Sprigatito,Reverse Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Sprigatito,False,False,True,False,False,False
Floragato,017/159,Common,Grass,Floragato,Reverse Holofoil,0.15,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Floragato,False,False,True,False,False,False
Floragato,017/159,Common,Grass,Floragato,Normal,0.07,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Floragato,False,False,True,False,False,False
Meowscarada,018/159,Rare,Grass,Meowscarada,Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Meowscarada,False,False,True,False,False,False
Meowscarada,018/159,Rare,Grass,Meowscarada,Reverse Holofoil,0.45,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Meowscarada,False,False,True,False,False,False
Nymble,019/159,Common,Grass,Nymble,Reverse Holofoil,0.15,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Nymble,False,False,False,False,False,False
Nymble,019/159,Common,Grass,Nymble,Normal,0.03,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Nymble,False,False,False,False,False,False
Magmar,020/159,Common,Fire,Magmar,Reverse Holofoil,0.28,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Magmar,False,False,False,False,False,False
Magmar,020/159,Common,Fire,Magmar,Normal,0.07,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Magmar,False,False,False,False,False,False
Magmortar,021/159,Rare,Fire,Magmortar,Reverse Holofoil,0.34,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Magmortar,False,False,False,False,False,False
Magmortar,021/159,Rare,Fire,Magmortar,Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Magmortar,False,False,False,False,False,False
Torchic,022/159,Common,Fire,Torchic,Reverse Holofoil,0.24,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Torchic,False,False,True,False,False,False
Torchic,022/159,Common,Fire,Torchic,Normal,0.11,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Torchic,False,False,True,False,False,False
Combusken,023/159,Uncommon,Fire,Combusken,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Combusken,False,False,True,False,False,False
Combusken,023/159,Uncommon,Fire,Combusken,Normal,0.05,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Combusken,False,False,True,False,False,False
Blaziken ex,024/159,Double Rare,Fire,Blaziken,Holofoil,4.62,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Blaziken,False,False,True,False,False,False
Torkoal,025/159,Common,Fire,Torkoal,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Torkoal,False,False,False,False,False,False
Torkoal,025/159,Common,Fire,Torkoal,Normal,0.07,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Torkoal,False,False,False,False,False,False
N's Darumaka,026/159,Common,Fire,Darumaka,Normal,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Darumaka,False,False,False,False,False,False
N's Darumaka,026/159,Common,Fire,Darumaka,Reverse Holofoil,0.25,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Darumaka,False,False,False,False,False,False
N's Darmanitan - 027/159,027/159,Uncommon,Fire,Darmanitan,Normal,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Darmanitan,False,False,False,False,False,False
N's Darmanitan - 027/159,027/159,Uncommon,Fire,Darmanitan,Reverse Holofoil,0.36,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Darmanitan,False,False,False,False,False,False
Larvesta,028/159,Common,Fire,Larvesta,Reverse Holofoil,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Larvesta,False,False,False,False,False,False
Larvesta,028/159,Common,Fire,Larvesta,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Larvesta,False,False,False,False,False,False
Volcarona,029/159,Uncommon,Fire,Volcarona,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Volcarona,False,False,False,False,False,False
Volcarona,029/159,Uncommon,Fire,Volcarona,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Volcarona,False,False,False,False,False,False
Reshiram ex,030/159,Double Rare,Fire,Reshiram,Holofoil,0.66,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Reshiram,True,False,False,False,False,False
Volcanion ex - 031/159,031/159,Double Rare,Fire,Volcanion,Holofoil,0.61,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Volcanion,False,True,False,False,False,False
Articuno - 032/159,032/159,Uncommon,Water,Articuno,Reverse Holofoil,0.48,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Articuno,True,False,False,False,False,False
Articuno - 032/159,032/159,Uncommon,Water,Articuno,Normal,0.15,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Articuno,True,False,False,False,False,False
Remoraid,033/159,Common,Water,Remoraid,Reverse Holofoil,0.2,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Remoraid,False,False,False,False,False,False
Remoraid,033/159,Common,Water,Remoraid,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Remoraid,False,False,False,False,False,False
Octillery,034/159,Uncommon,Water,Octillery,Normal,0.06,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Octillery,False,False,False,False,False,False
Octillery,034/159,Uncommon,Water,Octillery,Reverse Holofoil,0.34,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Octillery,False,False,False,False,False,False
Lotad,035/159,Common,Water,Lotad,Reverse Holofoil,0.26,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Lotad,False,False,False,False,False,False
Lotad,035/159,Common,Water,Lotad,Normal,0.1,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Lotad,False,False,False,False,False,False
Lombre,036/159,Common,Water,Lombre,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lombre,False,False,False,False,False,False
Lombre,036/159,Common,Water,Lombre,Reverse Holofoil,0.18,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Lombre,False,False,False,False,False,False
Ludicolo,037/159,Rare,Water,Ludicolo,Reverse Holofoil,0.33,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Ludicolo,False,False,False,False,False,False
Ludicolo,037/159,Rare,Water,Ludicolo,Holofoil,0.18,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Ludicolo,False,False,False,False,False,False
Wingull,038/159,Common,Water,Wingull,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Wingull,False,False,False,False,False,False
Wingull,038/159,Common,Water,Wingull,Reverse Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Wingull,False,False,False,False,False,False
Pelipper,039/159,Uncommon,Water,Pelipper,Reverse Holofoil,0.11,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Pelipper,False,False,False,False,False,False
Pelipper,039/159,Uncommon,Water,Pelipper,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Pelipper,False,False,False,False,False,False
Wailmer,040/159,Common,Water,Wailmer,Reverse Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Wailmer,False,False,False,False,False,False
Wailmer,040/159,Common,Water,Wailmer,Normal,0.04,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Wailmer,False,False,False,False,False,False
Wailord - 041/159,041/159,Rare,Water,Wailord,Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Wailord,False,False,False,False,False,False
Wailord - 041/159,041/159,Rare,Water,Wailord,Reverse Holofoil,0.41,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Wailord,False,False,False,False,False,False
Regice,042/159,Uncommon,Water,Regice,Reverse Holofoil,0.39,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Regice,True,False,False,False,False,False
Regice,042/159,Uncommon,Water,Regice,Normal,0.11,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Regice,True,False,False,False,False,False
Veluza ex,043/159,Double Rare,Water,Veluza,Holofoil,0.63,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Veluza,False,False,False,False,False,False
Alolan Geodude,044/159,Common,Lightning,Alolan Geodude,Reverse Holofoil,0.19,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Alolan Geodude,False,False,False,False,False,False
Alolan Geodude,044/159,Common,Lightning,Alolan Geodude,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Alolan Geodude,False,False,False,False,False,False
Alolan Graveler,045/159,Common,Lightning,Alolan Graveler,Normal,0.1,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Alolan Graveler,False,False,False,False,False,False
Alolan Graveler,045/159,Common,Lightning,Alolan Graveler,Reverse Holofoil,0.18,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Alolan Graveler,False,False,False,False,False,False
Alolan Golem,046/159,Uncommon,Lightning,Alolan Golem,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Alolan Golem,False,False,False,False,False,False
Alolan Golem,046/159,Uncommon,Lightning,Alolan Golem,Reverse Holofoil,0.37,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 2,Pokemon,none,Alolan Golem,False,False,False,False,False,False
Iono's Voltorb,047/159,Common,Lightning,Voltorb,Reverse Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Voltorb,False,False,False,False,False,False
Iono's Voltorb,047/159,Common,Lightning,Voltorb,Normal,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Voltorb,False,False,False,False,False,False
Iono's Electrode,048/159,Uncommon,Lightning,Electrode,Reverse Holofoil,0.37,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Electrode,False,False,False,False,False,False
Iono's Electrode,048/159,Uncommon,Lightning,Electrode,Normal,0.08,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Stage 1,Pokemon,none,Electrode,False,False,False,False,False,False
N's Joltik,049/159,Common,Lightning,Joltik,Normal,0.14,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Joltik,False,False,False,False,False,False
N's Joltik,049/159,Common,Lightning,Joltik,Reverse Holofoil,0.12,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Joltik,False,False,False,False,False,False
Togedemaru,050/159,Common,Lightning,Togedemaru,Reverse Holofoil,0.11,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Togedemaru,False,False,False,False,False,False
Togedemaru,050/159,Common,Lightning,Togedemaru,Normal,0.09,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Togedemaru,False,False,False,False,False,False
Tapu Koko ex,051/159,Double Rare,Lightning,Tapu Koko,Holofoil,0.64,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Tapu Koko,True,False,False,False,False,False
Iono's Tadbulb,052/159,Common,Lightning,Tadbulb,Reverse Holofoil,0.22,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Tadbulb,False,False,False,False,False,False
Iono's Tadbulb,052/159,Common,Lightning,Tadbulb,Normal,0.16,Scarlet & Violet,Journey Together,sv09_journey_together_cleaned.csv,Basic,Pokemon,none,Tadbulb,False,False,False,False,False,False
